window_id,packet_rate,byte_rate,unique_dst_ips,unique_dst_ports,syn_ack_ratio,avg_pkt_size,dst_port_entropy,failed_conn_rate,src_ip_flag,attack_type,label_attack_now,attack_fraction
0,62669.94103470395,1583002.1015229977,78,78,0.23076923076923078,581.3165838108999,2.6506117798563293,0.0,,none,0,0.0
1,3362.307448153212,203682.36143727624,3,3,0.29411764705882354,122.65606085102,0.9722286472546223,0.0,,none,0,0.0
2,5558.435315072432,362505.7798310116,4,4,0.15384615384615385,136.67023790358002,1.3692484346683091,0.0,,none,0,0.0
3,99039.3094854411,1475983.6598085323,227,227,0.16776315789473684,124.24518723718799,5.4644259318712685,0.0,,none,0,0.0
4,9796.195147292376,397303.9246501428,5,5,0.13157894736842105,145.65024103822,1.5529310799435745,0.0,,none,0,0.0
5,8916.94907761668,356262.2410591364,4,4,0.17708333333333334,283.18883096159004,1.5396858104909978,0.0,,none,0,0.0
6,23589.770751761436,554907.8329578674,83,83,0.2421875,137.74205320092,2.7113180055941037,0.0,,none,0,0.0
7,96364.73474861895,2660622.55543626,207,207,0.16666666666666666,72.84182838769999,5.593966292534947,0.0,,none,0,0.0
8,50239.94218863684,864756.4777510023,78,78,0.24475524475524477,104.87843461252999,2.9878412254373603,0.0,,none,0,0.0
9,13916.870278729115,620018.402129076,15,15,0.4166666666666667,142.779533198286,1.441092891215278,0.0,,none,0,0.0
10,88226.54618196662,1138917.0587434615,176,176,0.20465116279069767,103.37858044485999,4.4878244318663905,0.0,,none,0,0.0
11,11864.423448412272,758193.862555732,13,13,0.27884615384615385,177.35035757008,1.839226952705888,0.0,,none,0,0.0
12,55294.362724842766,1404134.1017734008,142,142,0.1574074074074074,85.8450190849,3.812468602376085,0.0,,none,0,0.0
13,68632.13355344467,1626235.5203128573,114,114,0.2346368715083799,105.58449512074199,3.5727261916248225,0.0,,none,0,0.0
14,16913.18865036373,598415.3330509171,31,31,0.36036036036036034,126.98263313025201,1.914986320600821,0.0,,none,0,0.0
15,52316.91247294535,1169990.2819843616,68,68,0.35802469135802467,155.72276153126,2.67439168401925,0.0,,none,0,0.0
16,24596.185946831396,725540.2943436293,80,80,0.18095238095238095,143.02931520005998,2.869599864794929,0.0,,none,0,0.0
17,32134.685946739748,660506.5314676317,62,62,0.13793103448275862,99.09985611873999,2.4937730365849333,0.002,,none,0,0.0
18,27388.078541262556,819554.9537470764,67,67,0.2727272727272727,136.244521702044,2.549513639658751,0.0,,none,0,0.0
19,51148.28091646677,942415.0302926518,106,106,0.13548387096774195,106.99010565947401,3.2153814746870673,0.0,,none,0,0.0
20,67168.31456768136,1603965.1924838792,144,144,0.18274111675126903,112.97626966224,3.972485146041203,0.0,,none,0,0.0
21,15890.213356143504,693063.5315897294,9,9,0.3181818181818182,149.61462009474002,1.1079034571224406,0.0,,none,0,0.0
22,24816.29682704742,630288.7016816809,74,74,0.13043478260869565,174.72217991728002,2.8853853976550945,0.0,,none,0,0.0
23,95914.72178278242,1575112.2921809794,98,98,0.3090909090909091,118.209263812734,3.094700546348799,0.0,,none,0,0.0
24,45998.406410797805,1533891.4474659676,113,113,0.17333333333333334,128.33625105069999,3.4976040729239593,0.0,,none,0,0.0
25,13506.446773848675,682685.1419808521,13,13,0.09090909090909091,133.1854900935,1.7798149986433958,0.0,,none,0,0.0
26,102450.9582475913,2333519.206291373,157,157,0.16019417475728157,90.73287749627201,4.315724562068412,0.004,,none,0,0.0
27,43322.582502198165,1345792.6045482846,75,75,0.2671232876712329,127.30154659584002,3.1163721634163526,0.0,,none,0,0.0
28,20849.61094346702,558901.8291040377,39,39,0.06896551724137931,95.50145166931601,1.8612896669324202,0.0,,none,0,0.0
29,67820.15324238261,1534490.0160886887,100,100,0.1347517730496454,107.168426492384,3.523928850227583,0.0,,none,0,0.0
30,37516.49784850657,1281359.6990400252,45,45,0.20388349514563106,160.40790071666,2.6973175044989035,0.0,,none,0,0.0
31,47353.72274706571,1255765.4168350438,107,107,0.1910828025477707,125.07104624792001,3.504829441869872,0.0,,none,0,0.0
32,6192.49870564254,332663.89576045773,5,5,0.013333333333333334,124.42126136242,1.5676078620727631,0.0,,none,0,0.0
33,42015.11923413833,1696618.4735488314,83,83,0.15492957746478872,136.49060913843002,3.1476945418561324,0.0,,none,0,0.0
34,30635.568491764956,1148337.8207092595,57,57,0.10752688172043011,76.368283499296,1.9736485715213705,0.0,,none,0,0.0
35,26790.846847852707,953387.376275856,36,36,0.18421052631578946,152.066759311962,2.4539694999061252,0.002,,none,0,0.0
36,76746.53014688974,1563379.6912731638,126,126,0.3397129186602871,65.59906547008,3.711490236828169,0.0,,none,0,0.0
37,30219.928075959728,1390236.7973152874,42,42,0.06097560975609756,257.73701361918,2.197201117978968,0.0,,none,0,0.258
38,1545.7703778194177,69806.92332627632,1,1,0.0044444444444444444,797.60505881,-1.4428232973175175e-12,0.0,,ddos,1,1.0
39,30.537410079512004,41713.90118732248,1,1,0.00411522633744856,718.7376477319999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
40,139.2376965055,30685.583856286474,1,1,0.0047169811320754715,940.5549283572,-1.4428232973175175e-12,0.0,,ddos,1,1.0
41,70.19695585049,99244.53903599242,1,1,0.00423728813559322,1154.8336686257999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
42,7039.932554179533,129910.66036031826,16,16,0.02702702702702703,812.5948068003999,1.5190981443003735,0.0,,ddos,1,0.618
43,8096.16208130672,753175.391335957,10,10,0.13513513513513514,150.84875152733997,1.5506729595329563,0.0,,none,0,0.0
44,39549.29851372653,694377.4207103234,269,269,0.10309278350515463,230.469640559764,5.878940501030496,0.002,,none,0,0.0
45,16642.347238408533,285568.6851141038,36,36,0.04819277108433735,744.6119357513201,0.758176161711171,0.0,,ddos,1,0.926
46,48.909217029682,66004.11559976415,1,1,0.004629629629629629,835.369192112,-1.4428232973175175e-12,0.0,,ddos,1,1.0
47,550.330987766494,248452.37641830117,1,1,0.0049504950495049506,892.501285394,-1.4428232973175175e-12,0.0,,ddos,1,1.0
48,185.30228441184,27243.349961725435,1,1,0.0049261083743842365,883.121001644,-1.4428232973175175e-12,0.0,,ddos,1,1.0
49,12.379202681904001,15194.68155492864,1,1,0.004524886877828055,815.869664344,-1.4428232973175175e-12,0.0,,ddos,1,1.0
50,19.07100983944,26196.781059629844,1,1,0.004784688995215311,847.645667536,-1.4428232973175175e-12,0.0,,ddos,1,1.0
51,49.76791124645399,63462.55087058366,1,1,0.005,871.564561164,-1.4428232973175175e-12,0.0,,ddos,1,1.0
52,59.10037742713799,81599.60389920317,1,1,0.004651162790697674,842.483077816,-1.4428232973175175e-12,0.0,,ddos,1,1.0
53,487.21437455431,76684.85127100149,1,1,0.004761904761904762,847.8525810000001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
54,18.852191683388003,25504.96128206651,1,1,0.004608294930875576,830.819979426,-1.4428232973175175e-12,0.0,,ddos,1,1.0
55,11.292165831314,14782.625488098425,1,1,0.0037593984962406013,682.4722234879999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
56,26.843827384917997,38027.662919978306,1,1,0.00423728813559322,1136.0565052294,-1.4428232973175175e-12,0.0,,ddos,1,1.0
57,43.242944609076005,62672.61120755281,1,1,0.004484304932735426,1198.5788645848,-1.4428232973175175e-12,0.0,,ddos,1,1.0
58,46.964580950594,68525.3447472038,1,1,0.004784688995215311,1218.0742674596,-1.4428232973175175e-12,0.0,,ddos,1,1.0
59,18.095750370473997,26529.514632116803,1,1,0.004975124378109453,1228.3532689569997,-1.4428232973175175e-12,0.0,,ddos,1,1.0
60,9.378786012888,13721.357220454998,1,1,0.004739336492890996,1226.373966043,-1.4428232973175175e-12,0.0,,ddos,1,1.0
61,14916.12643786956,669551.8578993205,17,17,0.03164556962025317,718.19683354882,1.178460047648538,0.0,,ddos,1,0.562
62,14436.014518096928,935087.2293454054,7,7,0.028985507246376812,94.13067344647999,1.262088596390308,0.0,,none,0,0.0
63,4890.914523842127,256970.03042910056,233,233,0.08856088560885608,259.09206353376004,5.422358316229736,0.0,,none,0,0.0
64,7.064105829348,5394.394969781568,498,498,0.16766467065868262,366.730514394546,8.957784283943624,0.0,,none,0,0.0
65,3.273987740644,2396.116402951164,493,493,0.17165668662674652,382.551475035718,8.937784283950837,0.0,,none,0,0.0
66,22068.635942050867,257002.3781066326,317,317,0.09390862944162437,435.920761511344,6.357639433582904,0.0,,none,0,0.344
67,822.8964132078942,231736.21996191927,1,1,0.004761904761904762,853.696868312,-1.4428232973175175e-12,0.0,,ddos,1,1.0
68,47.62120856153,65751.76575604628,1,1,0.004761904761904762,854.600388148,-1.4428232973175175e-12,0.0,,ddos,1,1.0
69,27.825905618382,35371.09116057907,1,1,0.004629629629629629,833.47109608,-1.4428232973175175e-12,0.0,,ddos,1,1.0
70,12.066856323863998,16180.02970776501,1,1,0.004878048780487805,869.35149688,-1.4428232973175175e-12,0.0,,ddos,1,1.0
71,8.84655651648,11732.002870697155,1,1,0.004219409282700422,762.815476686,-1.4428232973175175e-12,0.0,,ddos,1,1.0
72,73.530752592486,441.18451559470606,1,1,0.001996007984031936,7.3456,-1.4428232973175175e-12,0.0,,ddos,1,1.0
73,119.535041296068,80650.49084455485,1,1,0.001996007984031936,29.2942025642,-1.4428232973175175e-12,0.0,,ddos,1,1.0
74,8.078177652456,11070.022477831842,1,1,0.00303951367781155,788.5176946252,-1.4428232973175175e-12,0.0,,ddos,1,1.0
75,44.94403941902,64303.867634801194,1,1,0.00510204081632653,1236.0938467544001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
76,45.817269605076,65516.4038100896,1,1,0.004784688995215311,1201.8354896264002,-1.4428232973175175e-12,0.0,,ddos,1,1.0
77,232.73903399910395,75248.974995784,1,1,0.005,1213.6757974102,-1.4428232973175175e-12,0.0,,ddos,1,1.0
78,12.360260722245998,17552.250943525003,1,1,0.005050505050505051,1210.8757391808,-1.4428232973175175e-12,0.0,,ddos,1,1.0
79,10923.911973489276,246524.85724082202,31,31,0.04854368932038835,1009.5330710928599,1.3102451864457663,0.0,,ddos,1,0.808
80,12182.490521103051,357009.57947264204,6,6,0.2441860465116279,140.93622096254,1.5285022443589769,0.0,,none,0,0.0
81,10502.602505285411,142034.65699916985,3,3,0.012195121951219513,125.47763595482,1.4759285234928852,0.0,,none,0,0.0
82,3881.4825835432816,351393.42330653826,133,133,0.18840579710144928,180.56901070405002,3.1453507050386267,0.0,,none,0,0.0
83,7.921879201444,4062.5443731726223,493,493,0.22355289421157684,412.131099522576,8.937784283950837,0.0,,none,0,0.0
84,5.718059026314,6169.83906730979,491,491,0.1656686626746507,388.76736081820803,8.929784283953722,0.0,,none,0,0.0
85,33581.88435418812,572714.9185990882,464,464,0.13052631578947368,287.71439813171594,8.7425650030438,0.0,,none,0,0.0
86,19714.825761553995,228569.75825280554,40,40,0.013043478260869565,786.10791673066,0.8570736147075784,0.0,,ddos,1,0.916
87,1074.72407199984,70183.03340801127,1,1,0.004761904761904762,850.5452913360001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
88,41.020433903422,55504.35398582052,1,1,0.004524886877828055,817.406484186,-1.4428232973175175e-12,0.0,,ddos,1,1.0
89,42.06959644728,56572.488501753214,1,1,0.004694835680751174,843.8428571919999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
90,2038.7310029247801,75246.45989998561,1,1,0.004464285714285714,811.328281806,-1.4428232973175175e-12,0.0,,ddos,1,1.0
91,261.843414317274,1737.499921573404,1,1,0.001996007984031936,109.72409793879999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
92,46.892317146016,423.0253050055159,1,1,0.001996007984031936,98.59108418299999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
93,512.8803652126021,9074.671449675732,1,1,0.0026666666666666666,564.8417537217999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
94,29.562933500954,43350.0160144748,1,1,0.004830917874396135,1217.8665615629998,-1.4428232973175175e-12,0.0,,ddos,1,1.0
95,125.43379348907199,50100.68545830139,1,1,0.004484304932735426,1203.7577503312,-1.4428232973175175e-12,0.0,,ddos,1,1.0
96,39.635037483118,57164.276878707,1,1,0.004629629629629629,1199.7095348767998,-1.4428232973175175e-12,0.0,,ddos,1,1.0
97,54.929931617390004,81585.83879191199,1,1,0.004975124378109453,1241.4925253634,-1.4428232973175175e-12,0.0,,ddos,1,1.0
98,34.475869035138,49594.630187812,1,1,0.004739336492890996,1203.4420490197997,-1.4428232973175175e-12,0.0,,ddos,1,1.0
99,25180.520131533147,700199.4538551335,46,46,0.029197080291970802,415.6189239433599,1.8484162050200235,0.0,,none,0,0.298
100,10372.996822724484,607129.853196939,4,4,0.16216216216216217,107.68187769346001,1.301109412021912,0.0,,none,0,0.0
101,11972.035119607139,386594.09673544025,176,176,0.08171206225680934,182.848535741808,4.595782412507257,0.0,,none,0,0.0
102,2.137803372428,2019.0646466456606,492,492,0.1596806387225549,400.313141957406,8.93378428395228,0.0,,none,0,0.0
103,4.133246564416,2381.3678184301566,496,496,0.08982035928143713,353.465290014232,8.949784283946508,0.0,,none,0,0.0
104,38563.139811426314,847520.9294178333,306,306,0.18862275449101795,254.37861967632003,6.5857984898310065,0.0,,none,0,0.0
105,26508.487055698806,578777.4047421627,44,44,0.08823529411764706,756.34362227334,0.9227365956702949,0.0,,ddos,1,0.91
106,16.11765628811,22020.87324755943,1,1,0.005235602094240838,904.077468324,-1.4428232973175175e-12,0.0,,ddos,1,1.0
107,275.6949345304539,85360.7142715341,1,1,0.005,872.171372724,-1.4428232973175175e-12,0.0,,ddos,1,1.0
108,49.939965360074,61733.32505823451,1,1,0.0045045045045045045,830.416671476,-1.4428232973175175e-12,0.0,,ddos,1,1.0
109,44.592221903550005,64077.17779564862,1,1,0.004651162790697674,832.3262540239999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
110,2.7231348921059997,2324.1453117776978,1,1,0.002183406113537118,200.2900590438,-1.4428232973175175e-12,0.0,,ddos,1,1.0
111,67.628874962974,30463.133772727084,1,1,0.001996007984031936,38.0027896198,-1.4428232973175175e-12,0.0,,ddos,1,1.0
112,26.631703799613998,31185.90546185533,1,1,0.002631578947368421,547.079758051,-1.4428232973175175e-12,0.0,,ddos,1,1.0
113,51.291133979014006,74510.7284954776,1,1,0.0045662100456621,1203.0420296338,-1.4428232973175175e-12,0.0,,ddos,1,1.0
114,881.1031685082058,39442.8729888566,1,1,0.004878048780487805,1213.8639142597997,-1.4428232973175175e-12,0.0,,ddos,1,1.0
115,13.760441014418,19805.1764250302,1,1,0.005076142131979695,1221.1059894155999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
116,51.00362486236,73833.6463723158,1,1,0.004524886877828055,1192.3772134003998,-1.4428232973175175e-12,0.0,,ddos,1,1.0
117,50.98340618084,74160.6018612862,1,1,0.0053475935828877,1251.3053306868,-1.4428232973175175e-12,0.0,,ddos,1,1.0
118,11661.386889876954,251301.5264435456,39,39,0.12844036697247707,311.29230794636,2.1997546428551873,0.0,,none,0,0.154
119,37968.252545066694,860726.0996336471,50,50,0.23148148148148148,162.31556527968797,2.4937373345350937,0.0,,none,0,0.0
120,3.337083996712,2990.5212368097204,486,486,0.19560878243512975,376.30403876509007,8.909784283960935,0.0,,none,0,0.0
121,2.0174605500719998,1577.015499155262,487,487,0.1377245508982036,404.030088308614,8.913784283959494,0.0,,none,0,0.0
122,3.2165273298519996,2477.613478253336,495,495,0.1936127744510978,422.837946626406,8.945784283947953,0.0,,none,0,0.0
123,44324.64427844578,484734.3485749397,145,145,0.06557377049180328,556.5008916274801,3.2964627480290227,0.0,,ddos,1,0.654
124,38.284883882234006,54391.14015567838,1,1,0.004366812227074236,796.1544857659999,-1.4428232973175175e-12,0.0,,ddos,1,1.0
125,69.493092245394,94272.6307560085,1,1,0.00423728813559322,766.4716746500001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
126,145.95513783293404,150186.74370592143,1,1,0.004694835680751174,844.221374654,-1.4428232973175175e-12,0.0,,ddos,1,1.0
127,60.550357761546,89486.16789104995,1,1,0.0045871559633027525,839.652766694,-1.4428232973175175e-12,0.0,,ddos,1,1.0
128,122.15503122923798,130137.31092937979,1,1,0.0047169811320754715,860.5703795198001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
129,43.997592503990006,263.985554943708,1,1,0.001996007984031936,7.344200000000001,-1.4428232973175175e-12,0.0,,ddos,1,1.0
130,92.15760486934799,58865.02292479069,1,1,0.001996007984031936,19.605058974600002,-1.4428232973175175e-12,0.0,,ddos,1,1.0
131,30.934133023972002,43434.31975217343,1,1,0.003134796238244514,754.8465554092,-1.4428232973175175e-12,0.0,,ddos,1,1.0
132,48.759127742214,69978.1628649984,1,1,0.004629629629629629,1201.494879208,-1.4428232973175175e-12,0.0,,ddos,1,1.0
133,61.732696020082,89935.5465545036,1,1,0.0043859649122807015,1191.3103818666,-1.4428232973175175e-12,0.0,,ddos,1,1.0
134,118.27647638735598,135949.2104432132,1,1,0.004310344827586207,1182.7759514997997,-1.4428232973175175e-12,0.0,,ddos,1,1.0
135,290.77827313926,183958.8508793742,1,1,0.0044444444444444444,1207.7654305122,-1.4428232973175175e-12,0.0,,ddos,1,1.0
136,97.398050341146,143646.2809305278,1,1,0.004975124378109453,1239.317301143,-1.4428232973175175e-12,0.0,,ddos,1,1.0
137,20625.930061280436,667648.173978486,17,17,0.009708737864077669,420.72292805648,1.3110405672965262,0.0,,none,0,0.3
138,17736.82096862305,817073.1905009195,9,9,0.3235294117647059,107.22372287422,1.6768019646408323,0.0,,none,0,0.0
139,32.764376194292,5565.9842655065395,453,453,0.07472527472527472,337.869334338784,8.459517505338876,0.0,,none,0,0.0
140,9.382202004526,8265.531732729125,498,498,0.3013972055888224,403.230434980202,8.957784283943624,0.0,,none,0,0.0
141,31614.44792092722,585800.2475908148,413,413,0.18262806236080179,300.87341544177804,8.146951712126103,0.0,,none,0,0.098
142,225.718553877476,95777.560145307,1,1,0.0045871559633027525,831.03646196,-1.4428232973175175e-12,0.0,,ddos,1,1.0
143,88.96742069654,79971.90751736458,1,1,0.004608294930875576,819.332689746,-1.4428232973175175e-12,0.0,,ddos,1,1.0
144,80.92202647201199,108490.00050598162,1,1,0.004219409282700422,772.42108972,-1.4428232973175175e-12,0.0,,ddos,1,1.0
